#77.95605733863027
3000  3.30819e-189
3010  1.8302e-181
3020  6.73322e-174
3030  1.64727e-166
3040  2.67992e-159
3050  2.89932e-152
3060  2.08587e-145
3070  9.97916e-139
3080  3.1748e-132
3090  6.71669e-126
3100  9.44951e-120
3110  8.84052e-114
3120  5.49997e-108
3130  2.27539e-102
3140  6.25984e-97
3150  1.1452e-91
3160  1.39317e-86
3170  1.12702e-81
3180  6.06257e-77
3190  2.16857e-72
3200  5.15789e-68
3210  8.15715e-64
3220  8.57739e-60
3230  5.99649e-56
3240  2.78695e-52
3250  8.61003e-49
3260  1.7679e-45
3270  2.41211e-42
3280  2.18626e-39
3290  1.31583e-36
3300  5.25598e-34
3310  1.39235e-31
3320  2.44364e-29
3330  2.8374e-27
3340  2.17558e-25
3350  1.09872e-23
3360  3.6421e-22
3370  7.88831e-21
3380  1.10976e-19
3390  1.00693e-18
3400  5.85008e-18
3410  2.16899e-17
3420  5.1974e-17
3430  8.52347e-17
3440  1.09348e-16
3450  1.28278e-16
3460  1.45979e-16
3470  1.61188e-16
3480  1.7319e-16
3490  1.82112e-16
3500  1.88946e-16
3510  1.95298e-16
3520  2.02949e-16
3530  2.13393e-16
3540  2.27418e-16
3550  2.44868e-16
3560  2.64627e-16
3570  2.84887e-16
3580  3.03606e-16
3590  3.19035e-16
3600  3.30177e-16
3610  3.37108e-16
3620  3.40953e-16
3630  3.43605e-16
3640  3.47191e-16
3650  3.53432e-16
3660  3.63034e-16
3670  3.75294e-16
3680  3.88056e-16
3690  3.98039e-16
3700  4.0146e-16
3710  3.94934e-16
3720  3.76312e-16
3730  3.45324e-16
3740  3.03872e-16
3750  2.55879e-16
3760  2.06757e-16
3770  1.62518e-16
3780  1.28815e-16
3790  1.10083e-16
3800  1.08934e-16
3810  1.2582e-16
3820  1.59167e-16
3830  2.05806e-16
3840  2.61578e-16
3850  3.22028e-16
3860  3.83012e-16
3870  4.412e-16
3880  4.94307e-16
3890  5.41117e-16
3900  5.81298e-16
3910  6.15123e-16
3920  6.43117e-16
3930  6.65732e-16
3940  6.83134e-16
3950  6.951e-16
3960  7.01086e-16
3970  7.00367e-16
3980  6.92269e-16
3990  6.76417e-16
4000  6.52946e-16
4010  6.22678e-16
4020  5.87129e-16
4030  5.48425e-16
4040  5.09098e-16
4050  4.71815e-16
4060  4.39041e-16
4070  4.12737e-16
4080  3.9415e-16
4090  3.83701e-16
4100  3.81041e-16
4110  3.85163e-16
4120  3.94659e-16
4130  4.07982e-16
4140  4.23662e-16
4150  4.40468e-16
4160  4.57464e-16
4170  4.74011e-16
4180  4.89694e-16
4190  5.04252e-16
4200  5.17509e-16
4210  5.29351e-16
4220  5.39735e-16
4230  5.48704e-16
4240  5.56404e-16
4250  5.63065e-16
4260  5.68933e-16
4270  5.74171e-16
4280  5.78733e-16
4290  5.82261e-16
4300  5.84046e-16
4310  5.83075e-16
4320  5.78177e-16
4330  5.68253e-16
4340  5.5254e-16
4350  5.30857e-16
4360  5.03803e-16
4370  4.72805e-16
4380  4.40019e-16
4390  4.08118e-16
4400  3.79973e-16
4410  3.58303e-16
4420  3.45326e-16
4430  3.42536e-16
4440  3.50602e-16
4450  3.69399e-16
4460  3.98154e-16
4470  4.3567e-16
4480  4.80633e-16
4490  5.31827e-16
4500  5.88294e-16
4510  6.49386e-16
4520  7.14705e-16
4530  7.83974e-16
4540  8.56832e-16
4550  9.32643e-16
4560  1.01033e-15
4570  1.08826e-15
4580  1.16429e-15
4590  1.23581e-15
4600  1.29993e-15
4610  1.35362e-15
4620  1.39403e-15
4630  1.41867e-15
4640  1.42564e-15
4650  1.41383e-15
4660  1.38311e-15
4670  1.33444e-15
4680  1.26981e-15
4690  1.1922e-15
4700  1.10527e-15
4710  1.01313e-15
4720  9.19889e-16
4730  8.29242e-16
4740  7.44218e-16
4750  6.67006e-16
4760  5.98946e-16
4770  5.40675e-16
4780  4.92386e-16
4790  4.54075e-16
4800  4.25714e-16
4810  4.07308e-16
4820  3.98797e-16
4830  3.99942e-16
4840  4.10126e-16
4850  4.2823e-16
4860  4.52593e-16
4870  4.81093e-16
4880  5.11375e-16
4890  5.41086e-16
4900  5.68132e-16
4910  5.90875e-16
4920  6.08248e-16
4930  6.19738e-16
4940  6.25296e-16
4950  6.25197e-16
4960  6.1989e-16
4970  6.09938e-16
4980  5.95958e-16
4990  5.787e-16
5000  5.59144e-16
5010  5.38607e-16
5020  5.18769e-16
5030  5.01604e-16
5040  4.89187e-16
5050  4.83402e-16
5060  4.85623e-16
5070  4.96389e-16
5080  5.15256e-16
5090  5.40787e-16
5100  5.70715e-16
5110  6.02285e-16
5120  6.32687e-16
5130  6.59533e-16
5140  6.81239e-16
5150  6.97275e-16
5160  7.0823e-16
5170  7.15683e-16
5180  7.21844e-16
5190  7.29127e-16
5200  7.39662e-16
5210  7.54898e-16
5220  7.75305e-16
5230  8.00351e-16
5240  8.28656e-16
5250  8.58324e-16
5260  8.87379e-16
5270  9.14208e-16
5280  9.37886e-16
5290  9.58312e-16
5300  9.76141e-16
5310  9.92503e-16
5320  1.0086e-15
5330  1.02523e-15
5340  1.04247e-15
5350  1.0594e-15
5360  1.07419e-15
5370  1.08437e-15
5380  1.08734e-15
5390  1.08091e-15
5400  1.06392e-15
5410  1.03666e-15
5420  1.00107e-15
5430  9.60585e-16
5440  9.19714e-16
5450  8.83374e-16
5460  8.56114e-16
5470  8.41288e-16
5480  8.40495e-16
5490  8.53256e-16
5500  8.77043e-16
5510  9.07635e-16
5520  9.39737e-16
5530  9.67803e-16
5540  9.86812e-16
5550  9.92939e-16
5560  9.83976e-16
5570  9.59579e-16
5580  9.21084e-16
5590  8.7119e-16
5600  8.13476e-16
5610  7.51872e-16
5620  6.90185e-16
5630  6.31675e-16
5640  5.78854e-16
5650  5.33407e-16
5660  4.9628e-16
5670  4.67827e-16
5680  4.48092e-16
5690  4.37054e-16
5700  4.34821e-16
5710  4.41771e-16
5720  4.58493e-16
5730  4.85721e-16
5740  5.24095e-16
5750  5.73876e-16
5760  6.34681e-16
5770  7.05215e-16
5780  7.83231e-16
5790  8.65596e-16
5800  9.48536e-16
5810  1.02801e-15
5820  1.1002e-15
5830  1.16197e-15
5840  1.21119e-15
5850  1.24692e-15
5860  1.26935e-15
5870  1.27968e-15
5880  1.27954e-15
5890  1.27071e-15
5900  1.25467e-15
5910  1.23226e-15
5920  1.20378e-15
5930  1.16897e-15
5940  1.12738e-15
5950  1.07871e-15
5960  1.02319e-15
5970  9.61895e-16
5980  8.96827e-16
5990  8.30857e-16
6000  7.67435e-16
6010  7.10188e-16
6020  6.62377e-16
6030  6.26419e-16
6040  6.03502e-16
6050  5.93379e-16
6060  5.94399e-16
6070  6.03723e-16
6080  6.1782e-16
6090  6.33024e-16
6100  6.46121e-16
6110  6.5483e-16
6120  6.58152e-16
6130  6.56441e-16
6140  6.51223e-16
6150  6.44835e-16
6160  6.39898e-16
6170  6.38744e-16
6180  6.42908e-16
6190  6.52779e-16
6200  6.67457e-16
