time	flux	fluxerr	band	zpsys	redshift
986.71	16.425	0.009	cspb	csp	0.0226
988.58	16.245	0.007	cspb	csp	0.0226
991.67	16.052	0.007	cspb	csp	0.0226
994.74	16.033	0.006	cspb	csp	0.0226
998.69	16.171	0.006	cspb	csp	0.0226
1001.63	16.337	0.009	cspb	csp	0.0226
1003.65	16.461	0.008	cspb	csp	0.0226
1007.68	16.803	0.009	cspb	csp	0.0226
1008.64	16.897	0.009	cspb	csp	0.0226
1012.54	17.297	0.013	cspb	csp	0.0226
1013.62	17.416	0.012	cspb	csp	0.0226
1017.78	17.808	0.021	cspb	csp	0.0226
1025.67	18.448	0.015	cspb	csp	0.0226
1029.7	18.703	0.015	cspb	csp	0.0226
1039.68	19.068	0.024	cspb	csp	0.0226
1044.63	19.076	0.076	cspb	csp	0.0226
1046.58	19.206	0.025	cspb	csp	0.0226
1052.61	19.321	0.023	cspb	csp	0.0226
1060.55	19.393	0.024	cspb	csp	0.0226
1066.62	19.466	0.025	cspb	csp	0.0226
1091.56	19.728	0.03	cspb	csp	0.0226
