time	flux	fluxerr	band	zpsys	redshift
639.89	16.156	0.01	cspu	csp	0.0149
641.88	15.836	0.009	cspu	csp	0.0149
644.88	15.676	0.011	cspu	csp	0.0149
655.84	16.58	0.011	cspu	csp	0.0149
659.79	17.171	0.016	cspu	csp	0.0149
663.82	17.855	0.023	cspu	csp	0.0149
665.83	18.185	0.02	cspu	csp	0.0149
666.8	18.282	0.019	cspu	csp	0.0149
669.82	18.639	0.019	cspu	csp	0.0149
671.83	18.818	0.02	cspu	csp	0.0149
673.82	18.96	0.022	cspu	csp	0.0149
675.84	19.034	0.03	cspu	csp	0.0149
682.83	19.314	0.05	cspu	csp	0.0149
683.81	19.337	0.035	cspu	csp	0.0149
687.78	19.509	0.053	cspu	csp	0.0149
689.81	19.421	0.08	cspu	csp	0.0149
690.83	19.629	0.144	cspu	csp	0.0149
694.83	19.663	0.059	cspu	csp	0.0149
698.77	19.731	0.04	cspu	csp	0.0149
699.76	19.736	0.039	cspu	csp	0.0149
702.76	19.772	0.036	cspu	csp	0.0149
712.74	20.105	0.043	cspu	csp	0.0149
721.71	20.212	0.134	cspu	csp	0.0149
730.75	20.365	0.077	cspu	csp	0.0149
