time	flux	fluxerr	band	zpsys	redshift
815.64	16.735	0.009	cspb	csp	0.0167
816.77	16.365	0.008	cspb	csp	0.0167
818.7	15.884	0.009	cspb	csp	0.0167
819.73	15.696	0.009	cspb	csp	0.0167
821.6	15.438	0.009	cspb	csp	0.0167
823.67	15.287	0.007	cspb	csp	0.0167
824.67	15.219	0.007	cspb	csp	0.0167
831.65	15.286	0.009	cspb	csp	0.0167
832.65	15.334	0.007	cspb	csp	0.0167
834.74	15.472	0.007	cspb	csp	0.0167
835.59	15.534	0.008	cspb	csp	0.0167
838.67	15.8	0.008	cspb	csp	0.0167
840.63	15.976	0.009	cspb	csp	0.0167
841.69	16.104	0.007	cspb	csp	0.0167
845.57	16.527	0.008	cspb	csp	0.0167
850.63	17.079	0.006	cspb	csp	0.0167
858.57	17.725	0.009	cspb	csp	0.0167
861.57	17.865	0.012	cspb	csp	0.0167
866.56	18.074	0.015	cspb	csp	0.0167
867.63	18.139	0.02	cspb	csp	0.0167
870.58	18.197	0.014	cspb	csp	0.0167
871.54	18.222	0.013	cspb	csp	0.0167
872.54	18.249	0.013	cspb	csp	0.0167
890.56	18.546	0.016	cspb	csp	0.0167
891.5	18.6	0.02	cspb	csp	0.0167
