time	flux	fluxerr	band	zpsys	redshift
751.84	14.763	0.009	cspb	csp	0.0085
752.87	14.604	0.007	cspb	csp	0.0085
754.76	14.425	0.009	cspb	csp	0.0085
760.8	14.408	0.009	cspb	csp	0.0085
761.8	14.476	0.006	cspb	csp	0.0085
762.81	14.562	0.007	cspb	csp	0.0085
763.8	14.652	0.008	cspb	csp	0.0085
764.85	14.764	0.008	cspb	csp	0.0085
765.83	14.865	0.008	cspb	csp	0.0085
767.85	15.084	0.006	cspb	csp	0.0085
772.82	15.732	0.006	cspb	csp	0.0085
773.73	15.843	0.006	cspb	csp	0.0085
774.83	15.984	0.007	cspb	csp	0.0085
778.89	16.441	0.01	cspb	csp	0.0085
785.84	16.972	0.01	cspb	csp	0.0085
786.9	17.041	0.011	cspb	csp	0.0085
788.89	17.145	0.007	cspb	csp	0.0085
790.82	17.227	0.01	cspb	csp	0.0085
795.85	17.435	0.011	cspb	csp	0.0085
798.82	17.482	0.011	cspb	csp	0.0085
799.82	17.492	0.01	cspb	csp	0.0085
802.82	17.559	0.012	cspb	csp	0.0085
804.86	17.624	0.012	cspb	csp	0.0085
805.82	17.626	0.011	cspb	csp	0.0085
809.76	17.686	0.022	cspb	csp	0.0085
815.75	17.799	0.014	cspb	csp	0.0085
818.82	17.857	0.014	cspb	csp	0.0085
819.81	17.891	0.011	cspb	csp	0.0085
824.78	17.966	0.009	cspb	csp	0.0085
831.74	18.1	0.012	cspb	csp	0.0085
835.76	18.17	0.013	cspb	csp	0.0085
840.69	18.244	0.018	cspb	csp	0.0085
845.69	18.285	0.013	cspb	csp	0.0085
850.7	18.4	0.014	cspb	csp	0.0085
858.64	18.532	0.016	cspb	csp	0.0085
861.63	18.59	0.016	cspb	csp	0.0085
862.7	18.604	0.016	cspb	csp	0.0085
870.66	18.749	0.032	cspb	csp	0.0085
891.61	19.082	0.025	cspb	csp	0.0085
