time	flux	fluxerr	band	zpsys	redshift
295.53	16.534	0.009	cspu	csp	0.0158
299.52	15.855	0.009	cspu	csp	0.0158
300.55	15.792	0.011	cspu	csp	0.0158
301.54	15.744	0.01	cspu	csp	0.0158
302.55	15.718	0.01	cspu	csp	0.0158
303.55	15.722	0.012	cspu	csp	0.0158
304.57	15.744	0.011	cspu	csp	0.0158
305.55	15.798	0.011	cspu	csp	0.0158
307.58	15.966	0.011	cspu	csp	0.0158
308.56	16.038	0.011	cspu	csp	0.0158
309.55	16.114	0.011	cspu	csp	0.0158
310.55	16.205	0.009	cspu	csp	0.0158
311.56	16.296	0.009	cspu	csp	0.0158
312.53	16.4	0.011	cspu	csp	0.0158
314.57	16.62	0.009	cspu	csp	0.0158
315.56	16.729	0.01	cspu	csp	0.0158
320.54	17.409	0.012	cspu	csp	0.0158
328.54	18.422	0.023	cspu	csp	0.0158
330.58	18.637	0.039	cspu	csp	0.0158
331.53	18.726	0.032	cspu	csp	0.0158
337.53	19.157	0.032	cspu	csp	0.0158
340.56	19.235	0.024	cspu	csp	0.0158
344.54	19.426	0.031	cspu	csp	0.0158
348.54	19.483	0.034	cspu	csp	0.0158
352.55	19.509	0.055	cspu	csp	0.0158
