time	flux	fluxerr	band	zpsys	redshift
1768.75	17.924	0.011	cspb	csp	0.0334
1770.73	17.481	0.008	cspb	csp	0.0334
1772.78	17.167	0.009	cspb	csp	0.0334
1776.73	16.87	0.007	cspb	csp	0.0334
1779.77	16.838	0.009	cspb	csp	0.0334
1781.75	16.877	0.01	cspb	csp	0.0334
1783.74	16.946	0.011	cspb	csp	0.0334
1786.84	17.112	0.011	cspb	csp	0.0334
1790.74	17.446	0.008	cspb	csp	0.0334
1792.69	17.671	0.009	cspb	csp	0.0334
1793.7	17.788	0.01	cspb	csp	0.0334
1795.73	18.052	0.012	cspb	csp	0.0334
1801.78	18.768	0.016	cspb	csp	0.0334
1802.72	18.845	0.015	cspb	csp	0.0334
1803.8	18.921	0.018	cspb	csp	0.0334
1806.73	19.244	0.021	cspb	csp	0.0334
1808.74	19.404	0.027	cspb	csp	0.0334
1809.7	19.466	0.042	cspb	csp	0.0334
1810.71	19.476	0.067	cspb	csp	0.0334
1813.64	19.817	0.083	cspb	csp	0.0334
1814.69	19.734	0.087	cspb	csp	0.0334
