time	flux	fluxerr	band	zpsys	redshift
687.52	17.266	0.014	cspb	csp	0.0151
689.57	16.749	0.011	cspb	csp	0.0151
690.54	16.592	0.009	cspb	csp	0.0151
694.58	16.157	0.008	cspb	csp	0.0151
695.59	16.091	0.009	cspb	csp	0.0151
698.55	16.047	0.007	cspb	csp	0.0151
699.54	16.064	0.009	cspb	csp	0.0151
702.55	16.188	0.008	cspb	csp	0.0151
706.56	16.477	0.009	cspb	csp	0.0151
712.53	17.188	0.012	cspb	csp	0.0151
716.54	17.725	0.019	cspb	csp	0.0151
720.54	18.152	0.035	cspb	csp	0.0151
728.54	18.754	0.035	cspb	csp	0.0151
