time	flux	fluxerr	band	zpsys	redshift
1165.8	14.114	0.011	cspb	csp	0.0055
1166.8	13.924	0.012	cspb	csp	0.0055
1169.87	13.504	0.012	cspb	csp	0.0055
1170.82	13.428	0.012	cspb	csp	0.0055
1171.87	13.368	0.014	cspb	csp	0.0055
1174.85	13.307	0.013	cspb	csp	0.0055
1178.77	13.426	0.013	cspb	csp	0.0055
1179.83	13.484	0.013	cspb	csp	0.0055
1181.81	13.652	0.013	cspb	csp	0.0055
1182.78	13.732	0.014	cspb	csp	0.0055
1185.82	14.042	0.011	cspb	csp	0.0055
1190.78	14.633	0.012	cspb	csp	0.0055
1194.79	15.09	0.012	cspb	csp	0.0055
1197.79	15.358	0.011	cspb	csp	0.0055
1199.73	15.522	0.012	cspb	csp	0.0055
1202.84	15.762	0.012	cspb	csp	0.0055
1204.84	15.891	0.013	cspb	csp	0.0055
1207.76	16.069	0.012	cspb	csp	0.0055
1211.78	16.256	0.012	cspb	csp	0.0055
1213.74	16.324	0.012	cspb	csp	0.0055
1218.76	16.444	0.012	cspb	csp	0.0055
1224.78	16.567	0.014	cspb	csp	0.0055
1226.81	16.609	0.014	cspb	csp	0.0055
1231.79	16.659	0.013	cspb	csp	0.0055
1239.74	16.812	0.013	cspb	csp	0.0055
1246.67	16.866	0.012	cspb	csp	0.0055
1256.69	17.042	0.012	cspb	csp	0.0055
