time	flux	fluxerr	band	zpsys	redshift
255.69	17.97	0.005	cspb	csp	0.031
256.65	17.756	0.007	cspb	csp	0.031
257.66	17.552	0.008	cspb	csp	0.031
258.63	17.416	0.008	cspb	csp	0.031
259.63	17.273	0.005	cspb	csp	0.031
260.66	17.182	0.006	cspb	csp	0.031
261.6	17.113	0.007	cspb	csp	0.031
262.57	17.082	0.006	cspb	csp	0.031
263.6	17.06	0.009	cspb	csp	0.031
264.6	17.054	0.005	cspb	csp	0.031
265.65	17.087	0.005	cspb	csp	0.031
266.63	17.105	0.005	cspb	csp	0.031
267.62	17.149	0.007	cspb	csp	0.031
268.64	17.215	0.005	cspb	csp	0.031
269.59	17.328	0.009	cspb	csp	0.031
270.59	17.381	0.007	cspb	csp	0.031
271.6	17.478	0.008	cspb	csp	0.031
272.65	17.588	0.008	cspb	csp	0.031
273.69	17.722	0.011	cspb	csp	0.031
274.64	17.827	0.014	cspb	csp	0.031
275.68	17.925	0.016	cspb	csp	0.031
276.65	18.105	0.025	cspb	csp	0.031
277.6	18.198	0.018	cspb	csp	0.031
278.61	18.322	0.016	cspb	csp	0.031
279.62	18.497	0.015	cspb	csp	0.031
280.61	18.606	0.015	cspb	csp	0.031
281.61	18.74	0.011	cspb	csp	0.031
287.62	19.351	0.013	cspb	csp	0.031
289.63	19.553	0.015	cspb	csp	0.031
290.61	19.64	0.022	cspb	csp	0.031
291.6	19.705	0.018	cspb	csp	0.031
292.6	19.802	0.02	cspb	csp	0.031
294.61	19.915	0.02	cspb	csp	0.031
295.64	19.939	0.018	cspb	csp	0.031
300.6	20.136	0.037	cspb	csp	0.031
301.59	20.119	0.071	cspb	csp	0.031
302.61	20.228	0.08	cspb	csp	0.031
303.6	20.121	0.099	cspb	csp	0.031
305.61	20.317	0.076	cspb	csp	0.031
309.61	20.461	0.083	cspb	csp	0.031
310.6	20.359	0.045	cspb	csp	0.031
321.59	20.426	0.03	cspb	csp	0.031
