time	flux	fluxerr	band	zpsys	redshift
1547.73	16.21	0.01	cspb	csp	0.0235
1548.74	16.105	0.009	cspb	csp	0.0235
1551.73	15.879	0.008	cspb	csp	0.0235
1552.73	15.838	0.006	cspb	csp	0.0235
1558.68	15.89	0.007	cspb	csp	0.0235
1560.69	15.993	0.006	cspb	csp	0.0235
1562.69	16.116	0.008	cspb	csp	0.0235
1564.7	16.257	0.007	cspb	csp	0.0235
1566.71	16.426	0.007	cspb	csp	0.0235
1568.69	16.614	0.008	cspb	csp	0.0235
1569.68	16.725	0.007	cspb	csp	0.0235
1570.64	16.825	0.008	cspb	csp	0.0235
1571.69	16.938	0.009	cspb	csp	0.0235
1573.67	17.132	0.012	cspb	csp	0.0235
1575.63	17.359	0.013	cspb	csp	0.0235
1576.65	17.454	0.014	cspb	csp	0.0235
1580.68	17.846	0.013	cspb	csp	0.0235
1587.66	18.422	0.013	cspb	csp	0.0235
1589.65	18.536	0.013	cspb	csp	0.0235
1591.62	18.629	0.014	cspb	csp	0.0235
1595.61	18.79	0.014	cspb	csp	0.0235
1606.57	19.108	0.046	cspb	csp	0.0235
1616.55	19.195	0.019	cspb	csp	0.0235
1626.51	19.373	0.029	cspb	csp	0.0235
1628.52	19.381	0.097	cspb	csp	0.0235
1644.49	19.639	0.03	cspb	csp	0.0235
1646.49	19.618	0.018	cspb	csp	0.0235
